BIL,HS,PRODUCT DESCRIPTION,COUNTRY,MONTH,TRADE FLOW,TRADE VALUE
78,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",BANGLADESH,2022-04-01,EXPORTS,420834
79,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",BRUNEI DARUSSALAM,2022-04-01,EXPORTS,742400
80,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",MYANMAR,2022-04-01,EXPORTS,207433
81,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",NEPAL,2022-04-01,EXPORTS,0
82,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",PAKISTAN,2022-04-01,EXPORTS,0
83,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",SINGAPORE,2022-04-01,EXPORTS,386016
84,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",THAILAND,2022-04-01,EXPORTS,5400
85,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",TIMOR LESTE,2022-04-01,EXPORTS,0
86,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",VIET NAM,2022-04-01,EXPORTS,546734
87,0105119000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: OTHER THAN BREEDING FOWLS",PAKISTAN,2022-04-01,EXPORTS,0
88,0105119000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: OTHER THAN BREEDING FOWLS",THAILAND,2022-04-01,EXPORTS,393408
89,0105949100,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:WEIGHING NOT MORE THAN 2 KG",SINGAPORE,2022-04-01,EXPORTS,8204284
90,0105949100,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:WEIGHING NOT MORE THAN 2 KG",THAILAND,2022-04-01,EXPORTS,0
91,0105949900,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:OTHER THAN WEIGHING NOT MORE THAN 2 KG",SINGAPORE,2022-04-01,EXPORTS,57376563
92,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",BANGLADESH,2022-05-01,EXPORTS,421862
93,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",BRUNEI DARUSSALAM,2022-05-01,EXPORTS,997650
94,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",MYANMAR,2022-05-01,EXPORTS,349085
95,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",NEPAL,2022-05-01,EXPORTS,256480
96,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",PAKISTAN,2022-05-01,EXPORTS,0
97,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",SINGAPORE,2022-05-01,EXPORTS,163393
98,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",THAILAND,2022-05-01,EXPORTS,2160
99,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",TIMOR LESTE,2022-05-01,EXPORTS,0
100,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",VIET NAM,2022-05-01,EXPORTS,1611144
101,0105119000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: OTHER THAN BREEDING FOWLS",PAKISTAN,2022-05-01,EXPORTS,0
102,0105119000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: OTHER THAN BREEDING FOWLS",THAILAND,2022-05-01,EXPORTS,232487
103,0105949100,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:WEIGHING NOT MORE THAN 2 KG",SINGAPORE,2022-05-01,EXPORTS,12489924
104,0105949100,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:WEIGHING NOT MORE THAN 2 KG",THAILAND,2022-05-01,EXPORTS,0
105,0105949900,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:OTHER THAN WEIGHING NOT MORE THAN 2 KG",SINGAPORE,2022-05-01,EXPORTS,58466087
106,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",BANGLADESH,2022-01-01,DOMESTIC EXPORTS,685004
107,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",BRUNEI DARUSSALAM,2022-01-01,DOMESTIC EXPORTS,673607
108,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",MYANMAR,2022-01-01,DOMESTIC EXPORTS,153272
109,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",NEPAL,2022-01-01,DOMESTIC EXPORTS,162141
110,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",PAKISTAN,2022-01-01,DOMESTIC EXPORTS,0
111,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",SINGAPORE,2022-01-01,DOMESTIC EXPORTS,0
112,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",THAILAND,2022-01-01,DOMESTIC EXPORTS,2530
113,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",TIMOR LESTE,2022-01-01,DOMESTIC EXPORTS,28224
114,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",VIET NAM,2022-01-01,DOMESTIC EXPORTS,1371492
115,0105119000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: OTHER THAN BREEDING FOWLS",PAKISTAN,2022-01-01,DOMESTIC EXPORTS,8000
116,0105119000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: OTHER THAN BREEDING FOWLS",THAILAND,2022-01-01,DOMESTIC EXPORTS,229140
117,0105949100,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:WEIGHING NOT MORE THAN 2 KG",SINGAPORE,2022-01-01,DOMESTIC EXPORTS,23838302
118,0105949100,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:WEIGHING NOT MORE THAN 2 KG",THAILAND,2022-01-01,DOMESTIC EXPORTS,0
119,0105949900,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:OTHER THAN WEIGHING NOT MORE THAN 2 KG",SINGAPORE,2022-01-01,DOMESTIC EXPORTS,42097749
120,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",BANGLADESH,2022-02-01,DOMESTIC EXPORTS,342502
121,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",BRUNEI DARUSSALAM,2022-02-01,DOMESTIC EXPORTS,807597
122,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",MYANMAR,2022-02-01,DOMESTIC EXPORTS,280721
123,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",NEPAL,2022-02-01,DOMESTIC EXPORTS,356134
124,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",PAKISTAN,2022-02-01,DOMESTIC EXPORTS,5176
125,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",SINGAPORE,2022-02-01,DOMESTIC EXPORTS,435383
126,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",THAILAND,2022-02-01,DOMESTIC EXPORTS,3680
127,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",TIMOR LESTE,2022-02-01,DOMESTIC EXPORTS,0
128,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",VIET NAM,2022-02-01,DOMESTIC EXPORTS,874023
129,0105119000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: OTHER THAN BREEDING FOWLS",PAKISTAN,2022-02-01,DOMESTIC EXPORTS,0
130,0105119000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: OTHER THAN BREEDING FOWLS",THAILAND,2022-02-01,DOMESTIC EXPORTS,72200
131,0105949100,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:WEIGHING NOT MORE THAN 2 KG",SINGAPORE,2022-02-01,DOMESTIC EXPORTS,18569772
132,0105949100,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:WEIGHING NOT MORE THAN 2 KG",THAILAND,2022-02-01,DOMESTIC EXPORTS,0
133,0105949900,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:OTHER THAN WEIGHING NOT MORE THAN 2 KG",SINGAPORE,2022-02-01,DOMESTIC EXPORTS,29120342
134,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",BANGLADESH,2022-03-01,DOMESTIC EXPORTS,0
135,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",BRUNEI DARUSSALAM,2022-03-01,DOMESTIC EXPORTS,795156
136,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",MYANMAR,2022-03-01,DOMESTIC EXPORTS,829732
137,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",NEPAL,2022-03-01,DOMESTIC EXPORTS,541805
138,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",PAKISTAN,2022-03-01,DOMESTIC EXPORTS,0
139,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",SINGAPORE,2022-03-01,DOMESTIC EXPORTS,144768
140,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",THAILAND,2022-03-01,DOMESTIC EXPORTS,3240
141,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",TIMOR LESTE,2022-03-01,DOMESTIC EXPORTS,0
142,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",VIET NAM,2022-03-01,DOMESTIC EXPORTS,470439
143,0105119000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: OTHER THAN BREEDING FOWLS",PAKISTAN,2022-03-01,DOMESTIC EXPORTS,0
144,0105119000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: OTHER THAN BREEDING FOWLS",THAILAND,2022-03-01,DOMESTIC EXPORTS,0
145,0105949100,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:WEIGHING NOT MORE THAN 2 KG",SINGAPORE,2022-03-01,DOMESTIC EXPORTS,0
146,0105949100,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:WEIGHING NOT MORE THAN 2 KG",THAILAND,2022-03-01,DOMESTIC EXPORTS,193485
147,0105949900,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.OTHER THAN WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS:OTHER THAN BREEDING FOWLS, OTHER THAN FIGHTING COCKS AND FIGHTING COCKS:OTHER THAN WEIGHING NOT MORE THAN 2 KG",SINGAPORE,2022-03-01,DOMESTIC EXPORTS,62203329
148,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",BANGLADESH,2022-04-01,DOMESTIC EXPORTS,420834
149,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",BRUNEI DARUSSALAM,2022-04-01,DOMESTIC EXPORTS,742400
150,0105111000,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS.WEIGHING NOT MORE THAN 185 G:FOWLS OF THE SPECIES GALLUS DOMESTICUS: BREEDING FOWLS",MYANMAR,2022-04-01,DOMESTIC EXPORTS,207433
